"Sample Name"	"Common Name"	"SampleNumber"	"samBaseNum"	"Genus"	"Species"	"Coordinates"	"DNA"	"Tissue"	"Date"	"Number"	"Name collector"	"Sex"	"Split"	"Country"	"Locality"	"Comments"	"Sample"	File1	File2
"4540"	"greater kudu"	"D2301170850"	71.78	"Tragelaphus"	"strepsiceros"	NA	NA	"skin"	"95-09-07"	NA	"David Moyer"	"M"	"+"	"Tanzania"	"Rungwa"	"Box5"	"TstrTan_0850"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170850/230302_SEQ063_FP200009223_L01_SP2302150827/FP200009223_L01_391_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170850/230302_SEQ063_FP200009223_L01_SP2302150827/FP200009223_L01_391_2.fq.gz
"4588"	"greater kudu"	"D2301170851"	76.04	"Tragelaphus"	"strepsiceros"	NA	NA	"skin"	NA	NA	"?"	NA	"+"	"Zambia"	"Kafue N.P. (Mulobezi)"	"Box5"	"TstrZam_0851"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170851/230302_SEQ063_FP200009223_L01_SP2302150828/FP200009223_L01_392_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170851/230302_SEQ063_FP200009223_L01_SP2302150828/FP200009223_L01_392_2.fq.gz
"8399"	"greater kudu"	"D2301170852"	71.62	"Tragelaphus"	"strepsiceros"	NA	NA	NA	"98-01-18"	NA	NA	"M"	"+"	"Tanzania"	"Monduli"	"Box5"	"TstrTan_0852"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170852/230302_SEQ063_FP200009223_L01_SP2302150829/FP200009223_L01_394_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170852/230302_SEQ063_FP200009223_L01_SP2302150829/FP200009223_L01_394_2.fq.gz
"8400"	"greater kudu"	"D2301170853"	74.32	"Tragelaphus"	"strepsiceros"	NA	NA	NA	"98-01-20"	NA	NA	"M"	"+"	"Tanzania"	"Monduli"	"Box5"	"TstrTan_0853"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170853/230302_SEQ063_FP200009223_L01_SP2302150830/FP200009223_L01_395_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170853/230302_SEQ063_FP200009223_L01_SP2302150830/FP200009223_L01_395_2.fq.gz
"8401"	"greater kudu"	"D2301170854"	68.96	"Tragelaphus"	"strepsiceros"	NA	NA	NA	"97-10-01"	NA	NA	"M"	"+"	"Tanzania"	"Monduli"	"Box5"	"TstrTan_0854"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170854/230302_SEQ063_FP200009223_L01_SP2302150831/FP200009223_L01_396_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170854/230302_SEQ063_FP200009223_L01_SP2302150831/FP200009223_L01_396_2.fq.gz
"9354"	"greater kudu"	"D2301170855"	84.74	"Tragelaphus"	"strepsiceros"	NA	"2281"	"Faeces"	"37957"	NA	"Henrik B. Rasmussen"	NA	NA	"Kenya"	"Samburu"	"Box5"	"TstrKen_0855"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170855/230302_SEQ063_FP200009223_L01_SP2302150832/FP200009223_L01_397_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170855/230302_SEQ063_FP200009223_L01_SP2302150832/FP200009223_L01_397_2.fq.gz
"9355"	"greater kudu"	"D2301170856"	74.96	"Tragelaphus"	"strepsiceros"	NA	"2282"	"Faeces"	"37957"	NA	"Henrik B. Rasmussen"	NA	NA	"Kenya"	"Samburu"	"Box5"	"TstrKen_0856"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170856/230302_SEQ063_FP200009223_L01_SP2302150833/FP200009223_L01_398_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170856/230302_SEQ063_FP200009223_L01_SP2302150833/FP200009223_L01_398_2.fq.gz
"9356"	"greater kudu"	"D2301170857"	66.68	"Tragelaphus"	"strepsiceros"	NA	"2283"	"Faeces"	"37957"	NA	"Henrik B. Rasmussen"	NA	NA	"Kenya"	"Samburu"	"Box5"	"TstrKen_0857"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170857/230302_SEQ063_FP200009223_L01_SP2302150834/FP200009223_L01_399_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170857/230302_SEQ063_FP200009223_L01_SP2302150834/FP200009223_L01_399_2.fq.gz
"9357"	"greater kudu"	"D2301170858"	70.54	"Tragelaphus"	"strepsiceros"	NA	"2284"	"Faeces"	"37957"	NA	"Henrik B. Rasmussen"	"F"	NA	"Kenya"	"Samburu"	"Box5"	"TstrKen_0858"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170858/230302_SEQ063_FP200009223_L01_SP2302150835/FP200009223_L01_400_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170858/230302_SEQ063_FP200009223_L01_SP2302150835/FP200009223_L01_400_2.fq.gz
"9358"	"greater kudu"	"D2301170859"	77.08	"Tragelaphus"	"strepsiceros"	NA	"2285"	"Faeces"	"37957"	NA	"Henrik B. Rasmussen"	"F"	NA	"Kenya"	"Samburu"	"Box5"	"TstrKen_0859"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170859/230302_SEQ063_FP200009223_L01_SP2302150836/FP200009223_L01_401_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170859/230302_SEQ063_FP200009223_L01_SP2302150836/FP200009223_L01_401_2.fq.gz
"23"	"lesser kudu"	"D2301170905"	57.66	"Tragelaphus"	"imberbis"	NA	NA	NA	NA	NA	NA	NA	NA	"Abys."	"-"	"Box7"	"TimbAby_0905"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170905/230302_SEQ064_FP200009230_L01_SP2302150881/FP200009230_L01_344_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170905/230302_SEQ064_FP200009230_L01_SP2302150881/FP200009230_L01_344_2.fq.gz
"24"	"lesser kudu"	"D2301170973"	98.84	"Tragelaphus"	"imberbis"	NA	NA	NA	NA	NA	NA	NA	NA	"Abys."	"-"	"Box7"	"TimbAby_0973"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170973/230302_SEQ064_FP200009230_L01_SP2302150945/FP200009230_L01_418_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170973/230302_SEQ064_FP200009230_L01_SP2302150945/FP200009230_L01_418_2.fq.gz
"29"	"lesser kudu"	"D2301170974"	123.38	"Tragelaphus"	"imberbis"	NA	NA	NA	NA	NA	NA	NA	NA	"Abys."	"-"	"Box7"	"TimbAby_0974"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170974/230302_SEQ064_FP200009230_L01_SP2302150946/FP200009230_L01_419_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170974/230302_SEQ064_FP200009230_L01_SP2302150946/FP200009230_L01_419_2.fq.gz
"33"	"lesser kudu"	"D2301170976"	98.82	"Tragelaphus"	"imberbis"	NA	NA	NA	NA	NA	NA	NA	NA	"Abys."	"-"	"Box7"	"TimbAby_0976"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170976/230302_SEQ064_FP200009230_L01_SP2302150948/FP200009230_L01_421_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170976/230302_SEQ064_FP200009230_L01_SP2302150948/FP200009230_L01_421_2.fq.gz
"50"	"lesser kudu"	"D2301170977"	108.56	"Tragelaphus"	"imberbis"	NA	NA	NA	NA	NA	NA	NA	NA	"Somalia"	"Jubaland"	"Box7"	"TimbSom_0977"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170977/230302_SEQ064_FP200009230_L01_SP2302150949/FP200009230_L01_423_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170977/230302_SEQ064_FP200009230_L01_SP2302150949/FP200009230_L01_423_2.fq.gz
"78"	"lesser kudu"	"D2301170978"	85.78	"Tragelaphus"	"imberbis"	NA	NA	NA	NA	NA	NA	NA	NA	"Somalia"	"Jubaland"	"Box7"	"TimbSom_0978"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170978/230302_SEQ064_FP200009230_L01_SP2302150950/FP200009230_L01_424_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170978/230302_SEQ064_FP200009230_L01_SP2302150950/FP200009230_L01_424_2.fq.gz
"95"	"lesser kudu"	"D2301170980"	109.3	"Tragelaphus"	"imberbis"	NA	NA	NA	NA	NA	NA	NA	NA	"Somalia"	"Jubaland"	"Box7"	"TimbSom_0980"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170980/230302_SEQ064_FP200009230_L01_SP2302150952/FP200009230_L01_426_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170980/230302_SEQ064_FP200009230_L01_SP2302150952/FP200009230_L01_426_2.fq.gz
"97"	"lesser kudu"	"D2301170981"	87.64	"Tragelaphus"	"imberbis"	NA	NA	NA	NA	NA	NA	NA	NA	"Somalia"	"Jubaland"	"Box7"	"TimbSom_0981"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170981/230225_SEQ013_FP150001006TL_L01_SP2302160447/FP150001006TL_L01_303_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170981/230225_SEQ013_FP150001006TL_L01_SP2302160447/FP150001006TL_L01_303_2.fq.gz
"100"	"lesser kudu"	"D2301170982"	86.92	"Tragelaphus"	"imberbis"	NA	NA	NA	NA	NA	NA	NA	NA	"Somalia"	"Jubaland"	"Box7"	"TimbSom_0982"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170982/230225_SEQ014_FP150001083BL_L01_SP2302160448/FP150001083BL_L01_304_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170982/230225_SEQ014_FP150001083BL_L01_SP2302160448/FP150001083BL_L01_304_2.fq.gz
"339"	"lesser kudu"	"D2301170983"	78.4	"Tragelaphus"	"imberbis"	NA	NA	NA	NA	NA	NA	NA	NA	"Uganda"	"-"	"Box7"	"TimbUga_0983"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170983/230225_SEQ014_FP150001083BL_L01_SP2302160449/FP150001083BL_L01_305_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170983/230225_SEQ014_FP150001083BL_L01_SP2302160449/FP150001083BL_L01_305_2.fq.gz
"340"	"lesser kudu"	"D2301170984"	86.32	"Tragelaphus"	"imberbis"	NA	NA	NA	NA	NA	NA	NA	NA	"Uganda"	"-"	"Box7"	"TimbUga_0984"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170984/230225_SEQ014_FP150001083BL_L01_SP2302160450/FP150001083BL_L01_306_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170984/230225_SEQ014_FP150001083BL_L01_SP2302160450/FP150001083BL_L01_306_2.fq.gz
"346"	"lesser kudu"	"D2301170985"	107.08	"Tragelaphus"	"imberbis"	NA	NA	NA	NA	NA	NA	NA	NA	"Uganda"	"-"	"Box7"	"TimbUga_0985"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170985/230225_SEQ014_FP150001083BL_L01_SP2302160451/FP150001083BL_L01_307_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170985/230225_SEQ014_FP150001083BL_L01_SP2302160451/FP150001083BL_L01_307_2.fq.gz
"421"	"lesser kudu"	"D2301170986"	94.46	"Tragelaphus"	"imberbis"	NA	NA	NA	NA	NA	NA	NA	NA	"Uganda"	"-"	"Box7"	"TimbUga_0986"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170986/230225_SEQ014_FP150001083BL_L01_SP2302160452/FP150001083BL_L01_308_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170986/230225_SEQ014_FP150001083BL_L01_SP2302160452/FP150001083BL_L01_308_2.fq.gz
"1416"	"lesser kudu"	"D2301170987"	76.06	"Tragelaphus"	"imberbis"	NA	NA	NA	NA	NA	NA	NA	NA	"Kenya"	"Mandera, Somaliland"	"Box7"	"TimbKen_0987"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170987/230225_SEQ014_FP150001083BL_L01_SP2302160453/FP150001083BL_L01_309_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170987/230225_SEQ014_FP150001083BL_L01_SP2302160453/FP150001083BL_L01_309_2.fq.gz
"1423"	"lesser kudu"	"D2301170988"	81.26	"Tragelaphus"	"imberbis"	NA	NA	NA	NA	NA	NA	NA	NA	"Somalia"	"Hargeisa, Somaliland"	"Box7"	"TimbSom_0988"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170988/230225_SEQ014_FP150001083BL_L01_SP2302160454/FP150001083BL_L01_310_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170988/230225_SEQ014_FP150001083BL_L01_SP2302160454/FP150001083BL_L01_310_2.fq.gz
"3822"	"lesser kudu"	"D2301170784"	92.58	"Tragelaphus"	"imberbis"	NA	NA	"skin"	NA	"DBH10"	"David Moyer"	NA	"+"	"Tanzania"	"Burko"	"Box4"	"TimbTan_0784"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170784/230302_SEQ062_FP200009146_L01_SP2302150761/FP200009146_L01_427_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170784/230302_SEQ062_FP200009146_L01_SP2302150761/FP200009146_L01_427_2.fq.gz
"3823"	"lesser kudu"	"D2301170785"	82.46	"Tragelaphus"	"imberbis"	NA	NA	"skin"	NA	"WBE2"	"David Moyer"	NA	"+"	"Tanzania"	"Burko"	"Box4"	"TimbTan_0785"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170785/230302_SEQ062_FP200009146_L01_SP2302150762/FP200009146_L01_428_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170785/230302_SEQ062_FP200009146_L01_SP2302150762/FP200009146_L01_428_2.fq.gz
"3824"	"lesser kudu"	"D2301170786"	91.64	"Tragelaphus"	"imberbis"	NA	NA	"skin"	"96-07-29"	NA	"David Moyer"	"M"	"+"	"Tanzania"	"Monduli"	"Box4"	"TimbTan_0786"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170786/230302_SEQ062_FP200009146_L01_SP2302150763/FP200009146_L01_429_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170786/230302_SEQ062_FP200009146_L01_SP2302150763/FP200009146_L01_429_2.fq.gz
"3825"	"lesser kudu"	"D2301170787"	87.36	"Tragelaphus"	"imberbis"	NA	NA	"skin"	NA	"JWA6"	"David Moyer"	NA	"+"	"Tanzania"	"Burko"	"Box4"	"TimbTan_0787"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170787/230302_SEQ062_FP200009146_L01_SP2302150764/FP200009146_L01_431_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170787/230302_SEQ062_FP200009146_L01_SP2302150764/FP200009146_L01_431_2.fq.gz
"3826"	"lesser kudu"	"D2301170788"	88.62	"Tragelaphus"	"imberbis"	NA	NA	"skin"	NA	"BIS51"	"David Moyer"	NA	"+"	"Tanzania"	"Burko"	"Box4"	"TimbTan_0788"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170788/230302_SEQ062_FP200009146_L01_SP2302150765/FP200009146_L01_435_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170788/230302_SEQ062_FP200009146_L01_SP2302150765/FP200009146_L01_435_2.fq.gz
"3827"	"lesser kudu"	"D2301170789"	78.14	"Tragelaphus"	"imberbis"	NA	NA	"skin"	"96-07-05"	NA	"David Moyer"	"M"	"+"	"Tanzania"	"Monduli"	"Box4"	"TimbTan_0789"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170789/230302_SEQ062_FP200009146_L01_SP2302150766/FP200009146_L01_436_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170789/230302_SEQ062_FP200009146_L01_SP2302150766/FP200009146_L01_436_2.fq.gz
"3829"	"lesser kudu"	"D2301170790"	86.84	"Tragelaphus"	"imberbis"	NA	NA	"skin"	NA	"MAN33"	"David Moyer"	NA	"+"	"Tanzania"	"Burko"	"Box4"	"TimbTan_0790"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170790/230302_SEQ062_FP200009146_L01_SP2302150767/FP200009146_L01_441_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170790/230302_SEQ062_FP200009146_L01_SP2302150767/FP200009146_L01_441_2.fq.gz
"3830"	"lesser kudu"	"D2301170791"	88.72	"Tragelaphus"	"imberbis"	NA	NA	"skin"	"96-07-03"	NA	"David Moyer"	"M"	"+"	"Tanzania"	"Monduli"	"Box4"	"TimbTan_0791"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170791/230302_SEQ062_FP200009146_L01_SP2302150768/FP200009146_L01_442_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170791/230302_SEQ062_FP200009146_L01_SP2302150768/FP200009146_L01_442_2.fq.gz
"3831"	"lesser kudu"	"D2301170792"	105.14	"Tragelaphus"	"imberbis"	NA	NA	"skin"	"96-07-03"	NA	"David Moyer"	"M"	"+"	"Tanzania"	"Monduli"	"Box4"	"TimbTan_0792"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170792/230302_SEQ062_FP200009146_L01_SP2302150769/FP200009146_L01_443_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170792/230302_SEQ062_FP200009146_L01_SP2302150769/FP200009146_L01_443_2.fq.gz
"3895"	"lesser kudu"	"D2301170793"	73.96	"Tragelaphus"	"imberbis"	NA	NA	"skin"	NA	"GAJ38"	"David Moyer"	NA	"+"	"Tanzania"	"Burko"	"Box4"	"TimbTan_0793"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170793/230302_SEQ063_FP200009223_L01_SP2302150770/FP200009223_L01_329_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170793/230302_SEQ063_FP200009223_L01_SP2302150770/FP200009223_L01_329_2.fq.gz
"3896"	"lesser kudu"	"D2301170794"	66.66	"Tragelaphus"	"imberbis"	NA	NA	"skin"	NA	"BSB51"	"David Moyer"	NA	"+"	"Tanzania"	"Burko"	"Box4"	"TimbTan_0794"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170794/230302_SEQ063_FP200009223_L01_SP2302150771/FP200009223_L01_330_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170794/230302_SEQ063_FP200009223_L01_SP2302150771/FP200009223_L01_330_2.fq.gz
"3897"	"lesser kudu"	"D2301170795"	87.08	"Tragelaphus"	"imberbis"	NA	NA	"skin"	NA	"TZN, IM18"	"David Moyer"	NA	"+"	"Tanzania"	"Burko"	"Box4"	"TimbTan_0795"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170795/230302_SEQ063_FP200009223_L01_SP2302150772/FP200009223_L01_331_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170795/230302_SEQ063_FP200009223_L01_SP2302150772/FP200009223_L01_331_2.fq.gz
"3904"	"lesser kudu"	"D2301170796"	79.08	"Tragelaphus"	"imberbis"	NA	NA	"skin"	"96-03-06"	NA	"David Moyer"	"M"	"+"	"Tanzania"	"Monduli"	"Box4"	"TimbTan_0796"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170796/230302_SEQ063_FP200009223_L01_SP2302150773/FP200009223_L01_332_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170796/230302_SEQ063_FP200009223_L01_SP2302150773/FP200009223_L01_332_2.fq.gz
"4211"	"lesser kudu"	"D2301170797"	67.06	"Tragelaphus"	"imberbis"	NA	NA	"skin"	"96-07-??"	NA	"David Moyer"	"M"	"+"	"Tanzania"	"Ikiri-Rungwa"	"Box4"	"TimbTan_0797"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170797/230302_SEQ063_FP200009223_L01_SP2302150774/FP200009223_L01_333_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170797/230302_SEQ063_FP200009223_L01_SP2302150774/FP200009223_L01_333_2.fq.gz
"4212"	"lesser kudu"	"D2301170798"	66.62	"Tragelaphus"	"imberbis"	NA	NA	"skin"	"96-07-??"	NA	"David Moyer"	"M"	"+"	"Tanzania"	"Ikiri-Rungwa"	"Box4"	"TimbTan_0798"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170798/230302_SEQ063_FP200009223_L01_SP2302150775/FP200009223_L01_334_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170798/230302_SEQ063_FP200009223_L01_SP2302150775/FP200009223_L01_334_2.fq.gz
"4213"	"lesser kudu"	"D2301170799"	68.5	"Tragelaphus"	"imberbis"	NA	NA	"skin"	NA	"SJH11"	"David Moyer"	NA	"+"	"Tanzania"	"Burko"	"Box4"	"TimbTan_0799"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170799/230302_SEQ063_FP200009223_L01_SP2302150776/FP200009223_L01_335_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170799/230302_SEQ063_FP200009223_L01_SP2302150776/FP200009223_L01_335_2.fq.gz
"4214"	"lesser kudu"	"D2301170800"	71.48	"Tragelaphus"	"imberbis"	NA	NA	"skin"	NA	"WBE3"	"David Moyer"	NA	"+"	"Tanzania"	"Burko"	"Box4"	"TimbTan_0800"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170800/230302_SEQ063_FP200009223_L01_SP2302150777/FP200009223_L01_336_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170800/230302_SEQ063_FP200009223_L01_SP2302150777/FP200009223_L01_336_2.fq.gz
"4215"	"lesser kudu"	"D2301170801"	73.42	"Tragelaphus"	"imberbis"	NA	NA	"skin"	NA	"BJO39"	"David Moyer"	NA	"+"	"Tanzania"	"Burko"	"Box4"	"TimbTan_0801"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170801/230302_SEQ063_FP200009223_L01_SP2302150778/FP200009223_L01_337_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170801/230302_SEQ063_FP200009223_L01_SP2302150778/FP200009223_L01_337_2.fq.gz
"4216"	"lesser kudu"	"D2301170802"	75.92	"Tragelaphus"	"imberbis"	NA	NA	"skin"	"96-08-12"	NA	"David Moyer"	"M"	"+"	"Tanzania"	"Monduli"	"Box4"	"TimbTan_0802"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170802/230302_SEQ063_FP200009223_L01_SP2302150779/FP200009223_L01_338_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170802/230302_SEQ063_FP200009223_L01_SP2302150779/FP200009223_L01_338_2.fq.gz
"4217"	"lesser kudu"	"D2301170803"	78.34	"Tragelaphus"	"imberbis"	NA	NA	"skin"	"96-09-10"	NA	"David Moyer"	"M"	"+"	"Tanzania"	"Monduli"	"Box4"	"TimbTan_0803"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170803/230302_SEQ063_FP200009223_L01_SP2302150780/FP200009223_L01_339_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170803/230302_SEQ063_FP200009223_L01_SP2302150780/FP200009223_L01_339_2.fq.gz
"5224"	"lesser kudu"	"D2301170804"	94.46	"Tragelaphus"	"imberbis"	NA	NA	"skin"	"96-10-15"	NA	"David Moyer"	"M"	"+"	"Tanzania"	"Monduli"	"Box4"	"TimbTan_0804"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170804/230302_SEQ063_FP200009223_L01_SP2302150781/FP200009223_L01_340_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170804/230302_SEQ063_FP200009223_L01_SP2302150781/FP200009223_L01_340_2.fq.gz
"5225"	"lesser kudu"	"D2301170805"	84.76	"Tragelaphus"	"imberbis"	NA	NA	"skin"	"96-07-21"	NA	"David Moyer"	"M"	"+"	"Tanzania"	"Monduli"	"Box4"	"TimbTan_0805"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170805/230302_SEQ063_FP200009223_L01_SP2302150782/FP200009223_L01_341_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170805/230302_SEQ063_FP200009223_L01_SP2302150782/FP200009223_L01_341_2.fq.gz
