A	B	A0B0	A1B0	A2B0	A0B1	A1B1	A2B1	A0B2	A1B2	A2B2	fstW	fstU	dxy
TimbTan_0800	TimbTan_0809	1445348364	296566	55422	295760	527113	219865	53410	228992	8262687	0.217821601081025	0.167064569112594	0.000613610426364908
TimbTan_0800	TimbTan_0810	1445532618	287574	52503	321083	531438	330490	49397	214843	7977632	0.217717148662487	0.173117264057483	0.000649086492192321
TimbTan_0800	TimbKen_0811	1445431957	324349	84528	404632	520586	260498	69721	210273	8163707	0.263642140945186	0.203051481028443	0.000696969243653747
TimbTan_0800	TimbKen_0812	1445506285	331322	91587	430207	513303	263977	71462	204831	8098625	0.273034235895236	0.210868334234547	0.000711000173898305
TimbTan_0800	TimbKen_0813	1445200661	384166	134364	476667	492272	225165	113441	217968	8450955	0.334304311047969	0.253600177034762	0.000787200259144278
TimbTan_0800	TimbKen_0814	1445511781	362667	122034	507117	495098	283659	88258	197455	8099028	0.311416612988144	0.240996721600606	0.000778536522763762
TimbTan_0800	TimbKen_0815	1445507438	325440	86315	419455	517232	276663	68445	207378	8078310	0.265971619558351	0.20621226404507	0.000706185784417308
TimbTan_0800	TimbKen_0816	1445397950	427174	90534	422870	374006	251804	73538	268919	8294342	0.318583747765428	0.260013603339541	0.00071204842704104
TimbTan_0800	TimbKen_0817	1445378604	366695	126667	517063	502736	276401	91913	200813	8228467	0.314332967674228	0.242357765432383	0.000790301854504385
TimbTan_0800	TimbEth_0860	1445780201	384404	147458	421727	437489	316081	139752	209235	7844015	0.372289144287082	0.2846081941652	0.000804900602210638
TimbTan_0800	TimbEth_0861	1445948775	371121	139624	431999	440955	278534	125772	201619	7717138	0.359892447369277	0.274508483344927	0.000774571985844753
TimbTan_0800	TimbEth_0862	1445760009	375304	138934	431740	450194	239081	124776	205915	7931822	0.356423911512728	0.2700951807376	0.000765857895410891
TimbTan_0800	TimbTan_0820	1445781299	305825	65212	331006	494154	311918	62786	215192	7784458	0.25038429903977	0.196664078148973	0.000657604207532357
TimbTan_0801	TimbTan_0802	1445082459	297710	57012	306316	535807	222078	56493	212152	8534525	0.21903221024356	0.166504697884767	0.00061879590685153
TimbTan_0801	TimbTan_0803	1445070388	297827	60049	310131	540959	207910	58392	208833	8558931	0.220871043966428	0.166075748030156	0.000619296838477584
TimbTan_0801	TimbTan_0804	1445149363	298960	63477	317079	531569	242628	62214	207717	8455744	0.232328737987799	0.176348867090111	0.000635366750890225
TimbTan_0801	TimbTan_0805	1445041160	299369	58766	306648	540154	210149	58221	211308	8584250	0.220034169589066	0.16586994654565	0.000618975327954605
TimbTan_0801	TimbTan_0806	1445541336	286081	58242	306106	509095	245405	55547	195922	8095263	0.227311766120378	0.174230670004029	0.000608189211261628
TimbTan_0801	TimbTan_0807	1445540397	291584	60789	311337	509210	248013	58494	196611	8092790	0.232833571266643	0.178234622365364	0.000616817707590633
TimbTan_0801	TimbTan_0808	1446607585	264435	58774	282842	450604	264462	57765	171232	7093138	0.246322219842203	0.189660029305372	0.000572634269510473
TimbTan_0801	TimbTan_0809	1445280685	255772	37104	266265	563989	214884	35683	193115	8334348	0.163204336344842	0.124330594012981	0.000563365673380841
TimbTan_0801	TimbTan_0810	1445528977	285241	56657	330975	519058	336103	53070	190967	8011916	0.227192291627475	0.179339879722652	0.000646526914330435
TimbTan_0801	TimbKen_0811	1445422586	315257	86801	406981	516292	263629	71536	184152	8200362	0.266893161955781	0.203966285166601	0.0006880898638708
TimbTan_0801	TimbKen_0812	1445499568	321438	95582	433099	510029	265785	74002	178499	8133140	0.277715007062112	0.212507510688868	0.000703539100767667
TimbTan_0801	TimbKen_0813	1445184681	373023	137198	480098	488824	227412	114097	190807	8495297	0.337389157931736	0.254608056473767	0.000777209353056049
TimbTan_0801	TimbKen_0814	1445502847	351142	125715	508413	493660	285156	90144	170735	8134623	0.314904993282233	0.241874633224113	0.000769692184850535
TimbTan_0801	TimbKen_0815	1445487591	312642	88823	419599	517214	278911	69555	180843	8122462	0.267370364246174	0.205240773254472	0.000695979431192086
TimbTan_0801	TimbKen_0816	1445386168	415956	91540	424799	371268	253968	73325	242188	8333429	0.31974489538051	0.259868961967792	0.000700027240657093
TimbTan_0801	TimbKen_0817	1445366748	356040	127552	519387	498523	280097	91708	175210	8266443	0.3156940328201	0.242450351481909	0.0007789398559922
