P1	P2	P3	Dstatistic	Z-score	p-value	BBAA	ABBA	BABA
ToryRSA	ScafKen	TimbEth	0.0559128	20.3544	2.3e-16	601932	495955	443431
ToryTan	ScafKen	TimbEth	0.0524755	20.1777	2.3e-16	644040	526579	474070
ToryZam	ScafKen	TimbEth	0.0525512	20.0019	2.3e-16	646970	527851	475142
ToryZim	ScafKen	TimbEth	0.0545083	21.7526	2.3e-16	627637	515395	462113
TscrGha	ScafKen	TimbEth	0.0284861	15.9298	2.3e-16	705237	454429	429256
TspeBot	ScafKen	TimbEth	0.0520373	34.1299	2.3e-16	675280	509660	459241
TspeCam	ScafKen	TimbEth	0.0534779	31.8294	2.3e-16	680416	513364	461244
TspeCon	ScafKen	TimbEth	0.0528153	31.4951	2.3e-16	679356	512212	460821
TspeDRC	ScafKen	TimbEth	0.0535825	32.8535	2.3e-16	679589	513140	460946
TspeGha	ScafKen	TimbEth	0.0518147	31.287	2.3e-16	675744	509153	458989
TspeTan	ScafKen	TimbEth	0.052662	32.2004	2.3e-16	676321	511189	460042
TspeZam	ScafKen	TimbEth	0.0524351	31.2558	2.3e-16	668357	506236	455792
TstrBot	ScafKen	TimbEth	0.0619802	43.6955	2.3e-16	655505	513098	453207
TstrNA-	ScafKen	TimbEth	0.0714533	47.9949	2.3e-16	643051	517112	448141
TstrNam	ScafKen	TimbEth	0.062741	45.9369	2.3e-16	654467	513032	452457
TstrRSA	ScafKen	TimbEth	0.0619137	42.8849	2.3e-16	648026	508311	449038
TstrTan	ScafKen	TimbEth	0.0621947	44.5972	2.3e-16	654469	512818	452764
TstrZam	ScafKen	TimbEth	0.0612226	44.4777	2.3e-16	647618	508896	450178
TstrZim	ScafKen	TimbEth	0.0622331	42.9182	2.3e-16	650838	511196	451298
TimbSom	TimbKen	ScafKen	0.000693066	0.263379	0.792258	939823	26711.5	26674.5
TimbTan	TimbKen	ScafKen	0.0107449	2.48964	0.0127874	940318	27044.4	26469.4
TimbUga	TimbKen	ScafKen	0.0120487	3.91184	9.15962e-05	916026	28275.4	27602.1
ToryBot	ScafKen	TimbKen	0.0528475	20.2569	2.3e-16	659226	538163	484137
ToryEth	ScafKen	TimbKen	0.0524276	20.1105	2.3e-16	662965	540049	486243
ToryKen	ScafKen	TimbKen	0.0542792	20.7894	2.3e-16	649762	531834	477071
ToryNam	ScafKen	TimbKen	0.0526785	19.9236	2.3e-16	662100	540078	486024
ToryRSA	ScafKen	TimbKen	0.0565167	20.3201	2.3e-16	615575	507195	452932
ToryTan	ScafKen	TimbKen	0.0529369	20.396	2.3e-16	658581	538456	484314
ToryZam	ScafKen	TimbKen	0.0530125	20.2519	2.3e-16	661570	539740	485395
ToryZim	ScafKen	TimbKen	0.0549795	21.8232	2.3e-16	641717	526897	471980
TscrGha	ScafKen	TimbKen	0.0281067	16.1451	2.3e-16	720596	463654	438302
TspeBot	ScafKen	TimbKen	0.0529916	34.6903	2.3e-16	690623	521016	468576
TspeCam	ScafKen	TimbKen	0.0543453	32.1249	2.3e-16	695858	524748	470652
TspeCon	ScafKen	TimbKen	0.0535332	32.0823	2.3e-16	694706	523429	470235
TspeDRC	ScafKen	TimbKen	0.0543836	32.7722	2.3e-16	694951	524462	470360
TspeGha	ScafKen	TimbKen	0.052712	31.9475	2.3e-16	691014	520427	468309
TspeTan	ScafKen	TimbKen	0.0535088	33.1306	2.3e-16	691586	522481	469406
TspeZam	ScafKen	TimbKen	0.0533911	32.2433	2.3e-16	683450	517479	465022
TstrBot	ScafKen	TimbKen	0.0635801	44.8473	2.3e-16	670188	524640	461915
TstrNA-	ScafKen	TimbKen	0.0731582	48.6177	2.3e-16	657424	528822	456721
TstrNam	ScafKen	TimbKen	0.0644381	46.7373	2.3e-16	669199	524649	461127
TstrRSA	ScafKen	TimbKen	0.0635585	43.7588	2.3e-16	662581	519777	457653
TstrTan	ScafKen	TimbKen	0.0638313	45.8004	2.3e-16	669144	524392	461464
TstrZam	ScafKen	TimbKen	0.0629118	44.7765	2.3e-16	662134	520346	458750
TstrZim	ScafKen	TimbKen	0.0639366	43.6479	2.3e-16	665430	522740	459913
